                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r22.11.1"          3.0000000000000004E+001          2.0000000000000000E+001          1.5848931924611136E+000                       "gfortran"                         "12.1.0"            "x86_64-linux-22.6.1"                       "20230324" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          1.5096045125668331E+002          1.5848953388837472E+000          2.1074700694727600E+001          2.6909724677341950E+002          4.0364539533216106E+002          8.7344590613642907E+000          7.2583651859648182E+000         -1.5651962755186805E-001         -1.0000000000000000E+000          2.9999964709563258E+001          2.0000000000000000E+001         -5.2751544951949747E+001         -6.6414869716880833E+000         -5.2777121213173437E+001         -9.8999999999999986E+001         -5.3994217577345140E+001         -6.6414869716880833E+000         -9.8999999999999986E+001          1.0000000000000000E+000          7.3175510094926917E-047          2.3535277717366546E+054         -2.3646082237420776E+038          0.0000000000000000E+000         -9.4388226053340664E+036         -2.2702199976887369E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              10          5.2659836132771352E+002          1.5849003451820334E+000          2.1074733478661887E+001          2.6909725956670627E+002          4.0364430403475870E+002          8.7344675184010416E+000          7.2583813169166511E+000         -1.4882760696281239E-001         -1.0000000000000000E+000          2.9999882175292068E+001          2.0000000000000000E+001         -5.0885551857312471E+001         -6.6670100416009133E+000         -5.0911128118536162E+001         -9.8999999999999986E+001         -5.2128224482707864E+001         -6.6670100416009133E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.7000927584054233E-045          2.3535250698814007E+054         -2.2350403110151949E+038          0.0000000000000000E+000         -9.4387223562966680E+036         -2.1406530874522282E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              15          1.4613056857156589E+003          1.5849122612558300E+000          2.1074811457158059E+001          2.6909729140028281E+002          4.0364170341987932E+002          8.7344876014688957E+000          7.2584197159788442E+000         -1.4827403013316645E-001         -1.0000000000000000E+000          2.9999685342017173E+001          2.0000000000000000E+001         -5.0173633862248018E+001         -6.6771907170784646E+000         -5.0199210123471708E+001         -9.8999999999999986E+001         -5.1416306487643411E+001         -6.6771907170784646E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.0059419794951521E-044          2.3535186147085619E+054         -2.1854568762521313E+038          0.0000000000000000E+000         -9.4384847853241830E+036         -2.0910720283988897E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          3.7871566151366706E+003          1.5849436156037326E+000          2.1075016815999135E+001          2.6909737061163662E+002          4.0363487089084356E+002          8.7345405972952790E+000          7.2585207407740544E+000         -1.6439803047212662E-001         -1.0000000000000000E+000          2.9999168700416067E+001          2.0000000000000000E+001         -5.3449614274416682E+001         -6.6385642647974361E+000         -5.3475190535640373E+001         -9.8999999999999986E+001         -5.4692286899812068E+001         -6.6385642647974361E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.4567121050395796E-047          2.3535017091516186E+054         -2.3800001922791118E+038          0.0000000000000000E+000         -9.4378687872380893E+036         -2.2856215044067308E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              25          9.5746179998335629E+003          1.5850252881403484E+000          2.1075552091138057E+001          2.6909756770915948E+002          4.0361709507243216E+002          8.7346789467541441E+000          7.2587838640181213E+000         -1.7953160605422350E-001         -1.0000000000000000E+000          2.9997825584857114E+001          2.0000000000000000E+001         -6.0510137988984489E+001         -6.6396613341874406E+000         -6.0535714250208180E+001         -9.8999999999999986E+001         -6.1752810614379882E+001         -6.6396613341874406E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.2704193032649835E-054          2.3534578353885160E+054         -2.3743386368533310E+038          0.0000000000000000E+000         -9.4362444913992995E+036         -2.2799761919393379E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          2.3975673912602524E+004          1.5852228041273031E+000          2.1076845997406316E+001          2.6909805810440560E+002          4.0357408090846536E+002          8.7350130379010977E+000          7.2594202250666999E+000         -1.7880324606772624E-001         -1.0000000000000000E+000          2.9994574004089273E+001          2.0000000000000000E+001         -6.1287960134393352E+001         -6.6471270454915041E+000         -6.1313536395617042E+001         -9.8999999999999986E+001         -6.2530632759788745E+001         -6.6471270454915041E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.1557115562339597E-055          2.3533514954651347E+054         -2.3357286488281843E+038          0.0000000000000000E+000         -9.4323159576067303E+036         -2.2414054892521168E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              35          5.9810109361463787E+004          1.5857145581460834E+000          2.1080067096634693E+001          2.6909927810990092E+002          4.0346702532379607E+002          8.7358446640525500E+000          7.2610044879595508E+000         -1.7387936536464074E-001         -1.0000000000000000E+000          2.9986481432255562E+001          2.0000000000000000E+001         -5.9542586040441734E+001         -6.6455692276696841E+000         -5.9568162301665424E+001         -9.8999999999999986E+001         -6.0785258665837119E+001         -6.6455692276696841E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.1951073738150832E-053          2.3530867838118114E+054         -2.3444054255474946E+038          0.0000000000000000E+000         -9.4225649063588864E+036         -2.2501797764839059E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          1.4170946057363614E+005          1.5868480122924811E+000          2.1087490488001926E+001          2.6910206466929822E+002          4.0322051446650141E+002          8.7377613241392496E+000          7.2646555942775786E+000         -1.6419075679024875E-001         -1.0000000000000000E+000          2.9967849928020613E+001          2.0000000000000000E+001         -5.5814409118967603E+001         -6.6410552460771726E+000         -5.5839985380191294E+001         -9.8999999999999986E+001         -5.7057081744362996E+001         -6.6410552460771726E+000         -9.8999999999999986E+001          1.0000000000000000E+000          6.3251359701254110E-050          2.3524772298301665E+054         -2.3693542310821359E+038          0.0000000000000000E+000         -9.3989994690044852E+036         -2.2753642363920910E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              45          2.1863623295866145E+005          1.5879272536721731E+000          2.1094557909791988E+001          2.6910467560222367E+002          4.0298613084205414E+002          8.7395864033801480E+000          7.2681314017741059E+000         -1.5624707612916072E-001         -1.0000000000000000E+000          2.9950139657753617E+001          2.0000000000000000E+001         -5.2434678797976559E+001         -6.6357364393101843E+000         -5.2460255059200250E+001         -9.8999999999999986E+001         -5.3677351423371945E+001         -6.6357364393101843E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.4978950310943948E-046          2.3518977529749157E+054         -2.3987601303698350E+038          0.0000000000000000E+000         -9.3747624742918763E+036         -2.3050125056269160E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
