                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r22.11.1"          3.0000000000000004E+001          2.0000000000000000E+001          5.0118723362727220E+000                       "gfortran"                         "12.1.0"            "x86_64-linux-22.6.1"                       "20230325" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          1.5096045125668331E+002          5.0118793977918550E+000          4.5404067913196620E+001          1.8333381669189879E+002          2.7500040154132518E+002          1.8817822286151603E+001          1.5637674319368941E+001         -6.0849110645314786E-001         -1.0000000000000000E+000          2.9999964709563258E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6414869716880833E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6414869716880833E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          3.4545064026210298E+054         -3.3386578881323451E+038          0.0000000000000000E+000         -6.4305943906689243E+035         -3.3322272937416763E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              10          5.2659836132771352E+002          5.0118959107325747E+000          4.5404142660788210E+001          1.8333381709652511E+002          2.7499964558211491E+002          1.8817842212478695E+001          1.5637710490306445E+001         -6.0492082271723335E-001         -1.0000000000000000E+000          2.9999882175292068E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6670100416009133E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6670100416009133E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          3.4545025934477749E+054         -3.1484797183831342E+038          0.0000000000000000E+000         -6.4305243912390235E+035         -3.1420491939918953E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              15          1.4613056857156589E+003          5.0119352887825936E+000          4.5404320904024729E+001          1.8333381810357440E+002          2.7499784278289212E+002          1.8817889725633560E+001          1.5637796746621294E+001         -6.0466396433830416E-001         -1.0000000000000000E+000          2.9999685342017173E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6771907170784646E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6771907170784646E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          3.4544935082321949E+054         -3.0757047949495069E+038          0.0000000000000000E+000         -6.4303583047047396E+035         -3.0692744366448020E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          3.7871566151366706E+003          5.0120386603527338E+000          4.5404788824989154E+001          1.8333382061114051E+002          2.7499311065027103E+002          1.8818014465469595E+001          1.5638023176638933E+001         -6.1214827741716427E-001         -1.0000000000000000E+000          2.9999168700416067E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6385642647974361E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6385642647974361E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          3.4544696638706770E+054         -3.3612647692436475E+038          0.0000000000000000E+000         -6.4299281025878851E+035         -3.3548348411410596E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              25          9.5746179998335629E+003          5.0123074328955406E+000          4.5406005459454015E+001          1.8333382686172553E+002          2.7498080810012169E+002          1.8818338813988355E+001          1.5638611901284049E+001         -6.1917318643725250E-001         -1.0000000000000000E+000          2.9997825584857114E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6396613341874406E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6396613341874406E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          3.4544076783318859E+054         -3.3529793953952392E+038          0.0000000000000000E+000         -6.4287952958864010E+035         -3.3465506000993528E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          2.3975673912602524E+004          5.0129581610698075E+000          4.5408950871945642E+001          1.8333384247405604E+002          2.7495102527710588E+002          1.8819123978638292E+001          1.5640037242736778E+001         -6.1883643678511413E-001         -1.0000000000000000E+000          2.9994574004089273E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6471270454915041E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6471270454915041E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          3.4542575932557776E+054         -3.2963673133964191E+038          0.0000000000000000E+000         -6.4260537096376841E+035         -3.2899412596867813E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              35          5.9810109361463787E+004          5.0145782212181667E+000          4.5416282927184966E+001          1.8333388170378194E+002          2.7487690198068969E+002          1.8821078275120311E+001          1.5643585603832177E+001         -6.1655429978828480E-001         -1.0000000000000000E+000          2.9986481432255562E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6455692276696841E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6455692276696841E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          3.4538839682498503E+054         -3.3092513234644787E+038          0.0000000000000000E+000         -6.4192487203793559E+035         -3.3028320747440992E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          1.4170946057363614E+005          5.0183109777406916E+000          4.5433171957832336E+001          1.8333397316561644E+002          2.7470624972674756E+002          1.8825578747361426E+001          1.5651760318138985E+001         -6.1206495812513306E-001         -1.0000000000000000E+000          2.9967849928020613E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6410552460771726E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6410552460771726E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          3.4530232924310863E+054         -3.3462307000092679E+038          0.0000000000000000E+000         -6.4027934834809080E+035         -3.3398279065257870E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              45          2.1863623295866145E+005          5.0218631582098414E+000          4.5449238312578125E+001          1.8333405865045330E+002          2.7454403303019353E+002          1.8829858719921791E+001          1.5659538236306240E+001         -6.0838518806983066E-001         -1.0000000000000000E+000          2.9950139657753617E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6357364393101843E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6357364393101843E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          3.4522046068407833E+054         -3.3897644524967774E+038          0.0000000000000000E+000         -6.3858555585663700E+035         -3.3833785969382111E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
