                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r22.11.1"          3.0000000000000004E+001          2.0000000000000000E+001          1.2589254117941673E+000                       "gfortran"                         "12.1.0"            "x86_64-linux-22.6.1"                       "20230324" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          1.5096045125668331E+002          1.2589270555710292E+000          1.8075683764213082E+001          2.9056452802587324E+002          4.3584627932692183E+002          7.4915094705872471E+000          6.2254698487756137E+000         -1.6574055843129435E-002         -1.0000000000000000E+000          2.9999964709436728E+001          2.0000000000119076E+001         -1.1725896750314165E+001         -6.6414833930163937E+000         -1.1751473011537977E+001         -9.8999999999999986E+001         -1.2968569375707562E+001         -6.6414869688124565E+000         -9.8999999999999986E+001          1.0000000000000000E+000          7.7626567244586289E-006          2.1796461112682165E+054         -2.2640247298299438E+038          0.0000000000000000E+000         -1.6152925603830021E+037         -2.1024954737916437E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              10          4.8896884645064347E+002          1.2589305035134684E+000          1.8075707798095067E+001          2.9056455154357894E+002          4.3584523217613662E+002          7.4915154592847921E+000          6.2254818735591124E+000         -8.0508738838455159E-003         -1.0000000000000000E+000          2.9999890246187388E+001          2.0000000028031263E+001         -9.6427477648443372E+000         -6.6665510650922757E+000         -9.6683240261050596E+000         -9.8999999999999986E+001         -1.0885420389629267E+001         -6.6670100697511900E+000         -9.8999999999999986E+001          1.0000000000000000E+000          9.9592592804232803E-004          2.1796437756649547E+054         -2.1442954704914270E+038          0.0000000000000000E+000         -1.6152764856990268E+037         -1.9827678219215244E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              15          9.0425516600172989E+002          1.2589345327911177E+000          1.8075735793767702E+001          2.9056458624963517E+002          4.3584399762281885E+002          7.4915223406297775E+000          6.2254959697190957E+000         -5.1732588712346097E-003         -1.0000000000000000E+000          2.9999802181479378E+001          2.0000000357871350E+001         -8.9349013087807130E+000         -6.6759284115666473E+000         -8.9604775706388473E+000         -9.8999999999999986E+001         -1.0177573923717128E+001         -6.6783273014166920E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.1933888468106773E-003          2.1796410134867939E+054         -2.0944128206596265E+038          0.0000000000000000E+000         -1.6152581440674764E+037         -1.9328870062528787E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          1.8865850582549449E+003          1.2589440757493844E+000          1.8075802151576379E+001          2.9056466217196271E+002          4.3584108212718616E+002          7.4915387256518047E+000          6.2255293116391881E+000         -9.6360303402235892E-003         -1.0000000000000000E+000          2.9999594364383221E+001          2.0000000824243561E+001         -1.0028172522412280E+001         -6.6699714752711614E+000         -1.0053748785812745E+001         -9.8999999999999986E+001         -1.1270845111922913E+001         -6.6701618803213671E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.1325935112622117E-004          2.1796344856418910E+054         -2.1298179890368011E+038          0.0000000000000000E+000         -1.6152159368216812E+037         -1.9682963953546329E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              25          2.7150081681885613E+003          1.2589525627709677E+000          1.8075861326497638E+001          2.9056471870684987E+002          4.3583850667267501E+002          7.4915534881769448E+000          6.2255589019389523E+000         -1.6737561469181372E-002         -1.0000000000000000E+000          2.9999411273595179E+001          2.0000000836616724E+001         -1.1756102152549968E+001         -6.6473072243051199E+000         -1.1781678416043786E+001         -9.8999999999999986E+001         -1.2998774740521654E+001         -6.6473106048839963E+000         -9.8999999999999986E+001          1.0000000000000000E+000          7.3388634694923139E-006          2.1796287426297871E+054         -2.2360523553624763E+038          0.0000000000000000E+000         -1.6151724291315796E+037         -2.0745351124493183E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          3.7496484468624139E+003          1.2589636867273910E+000          1.8075938997631535E+001          2.9056478901318548E+002          4.3583513930302354E+002          7.4915729343293931E+000          6.2255976758426979E+000         -2.5758440724569929E-002         -1.0000000000000000E+000          2.9999172234102044E+001          2.0000000836810916E+001         -1.3984184699661508E+001         -6.6308170145602654E+000         -1.4009760963156582E+001         -9.8999999999999986E+001         -1.5226857287612507E+001         -6.6308170338096408E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.1788429662022427E-008          2.1796212681232473E+054         -2.3163668180496698E+038          0.0000000000000000E+000         -1.6151215195565488E+037         -2.1548546660940149E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              35          5.6839329753754409E+003          1.2589849504773107E+000          1.8076087559147247E+001          2.9056492044158227E+002          4.3582870926596581E+002          7.4916101845503453E+000          6.2256717862620032E+000         -3.7210004209835272E-002         -1.0000000000000000E+000          2.9998716076184078E+001          2.0000000836812074E+001         -1.6341237014793762E+001         -6.6281310316236697E+000         -1.6366813278288845E+001         -9.8999999999999986E+001         -1.7583909602744601E+001         -6.6281310317077464E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.8252306513745631E-010          2.1796070248493982E+054         -2.3297646819726061E+038          0.0000000000000000E+000         -1.6150277332324388E+037         -2.1682619086493621E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          1.0377140441357556E+004          1.2590351570901794E+000          1.8076438061833162E+001          2.9056523931119023E+002          4.3581350846450249E+002          7.4916979066911784E+000          6.2258467893904212E+000         -4.4209596274630579E-002         -1.0000000000000000E+000          2.9997636863400192E+001          2.0000000836812081E+001         -1.8848386584263853E+001         -6.6435324757084260E+000         -1.8873962847758939E+001         -9.8999999999999986E+001         -2.0091059172214692E+001         -6.6435324757086969E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.8826041901043093E-013          2.1795732666690984E+054         -2.2542852967731150E+038          0.0000000000000000E+000         -1.6148085848186845E+037         -2.0928044382912467E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              45          2.2055342443110178E+004          1.2591574808697092E+000          1.8077291486101405E+001          2.9056603265125415E+002          4.3577643981378918E+002          7.4919111785477179E+000          6.2262731993525913E+000         -4.2877478448742894E-002         -1.0000000000000000E+000          2.9995003481358079E+001          2.0000000836812081E+001         -1.8804725315482067E+001         -6.6472124743959800E+000         -1.8830301578977153E+001         -9.8999999999999986E+001         -2.0047397903432906E+001         -6.6472124743962819E+000         -9.8999999999999986E+001          1.0000000000000000E+000          6.5601065821029822E-013          2.1794907735977776E+054         -2.2367874878639102E+038          0.0000000000000000E+000         -1.6142763736925534E+037         -2.0753598504946547E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
