                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r22.11.1"          3.0000000000000004E+001          2.0000000000000000E+001          2.5118864315095801E+000                       "gfortran"                         "12.1.0"            "x86_64-linux-22.6.1"                       "20230325" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          1.5096045125668331E+002          2.5118899351703035E+000          2.8648029849324200E+001          2.3080360176140874E+002          3.4620499538411775E+002          1.1873243066757521E+001          9.8667053694782449E+000         -3.7950021398623063E-001         -1.0000000000000000E+000          2.9999964709563258E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6414869716880833E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6414869716880833E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.1163561370451948E-149          2.7440119597172138E+054         -2.6791115338462733E+038          0.0000000000000000E+000         -3.2229318898665259E+036         -2.6468822149476082E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              10          5.2659836132771352E+002          2.5118981229537725E+000          2.8648076340558859E+001          2.3080360497499905E+002          3.4620404774413123E+002          1.1873255361195319E+001          9.8667279605909020E+000         -3.7384168087204844E-001         -1.0000000000000000E+000          2.9999882175292068E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6670100416009133E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6670100416009133E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.6794563687169889E-148          2.7440089018333522E+054         -2.5280473271079493E+038          0.0000000000000000E+000         -3.2228970273172564E+036         -2.4958183568347767E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              15          1.4613056857156589E+003          2.5119176390334537E+000          2.8648187134031389E+001          2.3080361297158464E+002          3.4620178824741259E+002          1.1873284647667308E+001          9.8667818093375104E+000         -3.7343455122904751E-001         -1.0000000000000000E+000          2.9999685342017173E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6771907170784646E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6771907170784646E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.3295450781724272E-148          2.7440016051923392E+054         -2.4702393971777512E+038          0.0000000000000000E+000         -3.2228143349443681E+036         -2.4380112538283074E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          3.7871566151366706E+003          2.5119689008786423E+000          2.8648478215819633E+001          2.3080363287104919E+002          3.4619585595837509E+002          1.1873361630574950E+001          9.8669232455026190E+000         -3.8529629997737391E-001         -1.0000000000000000E+000          2.9999168700416067E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6385642647974361E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6385642647974361E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.5172370363450847E-150          2.7439824658935593E+054         -2.6970657771176859E+038          0.0000000000000000E+000         -3.2226000867499522E+036         -2.6648397762501865E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              25          9.5746179998335629E+003          2.5121022460249955E+000          2.8649235518706629E+001          2.3080368239613111E+002          3.4618043044309491E+002          1.1873561994661609E+001          9.8672911438028663E+000         -3.9642981522331272E-001         -1.0000000000000000E+000          2.9997825584857114E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6396613341874406E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6396613341874406E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.7656194789938788E-161          2.7439327338034232E+054         -2.6904793278145684E+038          0.0000000000000000E+000         -3.2220357304247455E+036         -2.6582589705103211E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          2.3975673912602524E+004          2.5124249983930915E+000          2.8651068220436475E+001          2.3080380567426454E+002          3.4614309148610829E+002          1.1874046737643004E+001          9.8681816119355492E+000         -3.9589556022714945E-001         -1.0000000000000000E+000          2.9994574004089273E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6471270454915041E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6471270454915041E+000         -9.8999999999999986E+001          1.0000000000000000E+000          6.3222681689692427E-163          2.7438122851428350E+054         -2.6454983075778123E+038          0.0000000000000000E+000         -3.2206701155388487E+036         -2.6132916064224238E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              35          5.9810109361463787E+004          2.5132285329410236E+000          2.8655630446962149E+001          2.3080411272431280E+002          3.4605016203479124E+002          1.1875253299128254E+001          9.8703984350182381E+000         -3.9227725454304302E-001         -1.0000000000000000E+000          2.9986481432255562E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6455692276696841E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6455692276696841E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.5955891725602835E-160          2.7435124416957781E+054         -2.6557015020596997E+038          0.0000000000000000E+000         -3.2172804825220063E+036         -2.6235286972344795E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          1.4170946057363614E+005          2.5150801137586534E+000          2.8666140633121024E+001          2.3080481575284242E+002          3.4583620405728146E+002          1.1878032385073748E+001          9.8755060036772750E+000         -3.8515896884962769E-001         -1.0000000000000000E+000          2.9967849928020613E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6410552460771726E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6410552460771726E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.3780375485057956E-154          2.7428217975864002E+054         -2.6850002037878556E+038          0.0000000000000000E+000         -3.2090851714348587E+036         -2.6529093520735071E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              45          2.1863623295866145E+005          2.5168423766891581E+000          2.8676140844396265E+001          2.3080547423834759E+002          3.4563280936062836E+002          1.1880676129683868E+001          9.8803663316454280E+000         -3.7932391214252825E-001         -1.0000000000000000E+000          2.9950139657753617E+001          2.0000000000000000E+001         -9.8999999999999986E+001         -6.6357364393101843E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6357364393101843E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.0883556839499416E-148          2.7421649506039225E+054         -2.7195026367462956E+038          0.0000000000000000E+000         -3.2006511963421930E+036         -2.6874961247828738E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
